section,date,day,hour,speed
2,2025-08-18,0,17,68.19
2,2025-08-18,0,18,91.15
2,2025-08-18,0,18,89.32
2,2025-08-18,0,18,70.31
2,2025-08-18,0,19,91.25
2,2025-08-18,0,19,87.61
2,2025-08-18,0,19,71.04
2,2025-08-18,0,20,93.48
2,2025-08-18,0,20,91.38
2,2025-08-18,0,20,73.45
2,2025-08-18,0,21,95.32
2,2025-08-18,0,21,100.04
2,2025-08-18,0,21,83.46
2,2025-08-18,0,22,94.63
2,2025-08-18,0,22,102.21
2,2025-08-18,0,22,85.73
2,2025-08-18,0,23,95.21
2,2025-08-18,0,23,100.77
2,2025-08-18,0,23,88.03
2,2025-08-19,1,0,93.49
2,2025-08-19,1,0,102.47
2,2025-08-19,1,0,88.8
2,2025-08-19,1,1,91.17
2,2025-08-19,1,1,98.38
2,2025-08-19,1,1,87.96
2,2025-08-19,1,2,91.0
2,2025-08-19,1,2,98.54
2,2025-08-19,1,2,85.08
2,2025-08-19,1,3,92.08
2,2025-08-19,1,3,97.67
2,2025-08-19,1,3,83.29
2,2025-08-19,1,4,91.51
2,2025-08-19,1,4,99.79
2,2025-08-19,1,4,82.43
2,2025-08-19,1,5,93.19
2,2025-08-19,1,5,96.77
2,2025-08-19,1,5,80.69
2,2025-08-19,1,6,88.57
2,2025-08-19,1,6,89.62
2,2025-08-19,1,6,54.21
2,2025-08-19,1,7,65.0
2,2025-08-19,1,7,57.81
2,2025-08-19,1,7,42.61
2,2025-08-19,1,8,69.89
2,2025-08-19,1,8,63.01
2,2025-08-19,1,8,36.9
2,2025-08-19,1,9,66.85
2,2025-08-19,1,9,87.69
2,2025-08-19,1,9,41.35
2,2025-08-19,1,10,75.23
2,2025-08-19,1,10,86.64
2,2025-08-19,1,10,71.11
2,2025-08-19,1,11,73.24
2,2025-08-19,1,11,80.86
2,2025-08-19,1,11,67.42
2,2025-08-19,1,12,62.84
2,2025-08-19,1,12,83.58
2,2025-08-19,1,12,69.04
2,2025-08-19,1,13,69.13
2,2025-08-19,1,13,86.55
2,2025-08-19,1,13,55.59
2,2025-08-19,1,14,80.88
2,2025-08-19,1,14,85.35
2,2025-08-19,1,14,60.15
2,2025-08-19,1,15,78.24
2,2025-08-19,1,15,87.73
2,2025-08-19,1,15,59.54
2,2025-08-19,1,16,84.62
2,2025-08-19,1,16,90.62
2,2025-08-19,1,16,71.51
2,2025-08-19,1,17,92.39
2,2025-08-19,1,17,93.71
2,2025-08-19,1,17,72.03
2,2025-08-19,1,18,93.1
2,2025-08-19,1,18,91.46
2,2025-08-19,1,18,72.21
2,2025-08-19,1,19,93.42
2,2025-08-19,1,19,88.4
2,2025-08-19,1,19,74.41
2,2025-08-19,1,20,93.46
2,2025-08-19,1,20,92.36
2,2025-08-19,1,20,70.87
2,2025-08-19,1,21,96.46
2,2025-08-19,1,21,98.35
2,2025-08-19,1,21,81.32
2,2025-08-19,1,22,96.81
2,2025-08-19,1,22,100.37
2,2025-08-19,1,22,85.57
2,2025-08-19,1,23,92.02
2,2025-08-19,1,23,104.1
2,2025-08-19,1,23,87.99
2,2025-08-20,2,0,94.48
2,2025-08-20,2,0,104.01
2,2025-08-20,2,0,88.79
2,2025-08-20,2,1,92.37
2,2025-08-20,2,1,99.5
2,2025-08-20,2,1,87.44
2,2025-08-20,2,2,91.17
2,2025-08-20,2,2,94.73
2,2025-08-20,2,2,83.69
2,2025-08-20,2,3,93.33
2,2025-08-20,2,3,96.19
2,2025-08-20,2,3,82.32
2,2025-08-20,2,4,94.49
2,2025-08-20,2,4,98.67
2,2025-08-20,2,4,82.96
2,2025-08-20,2,5,92.87
2,2025-08-20,2,5,94.43
2,2025-08-20,2,5,81.32
2,2025-08-20,2,6,88.59
2,2025-08-20,2,6,88.21
2,2025-08-20,2,6,67.82
2,2025-08-20,2,7,69.29
2,2025-08-20,2,7,65.55
2,2025-08-20,2,7,47.26
2,2025-08-20,2,8,64.78
2,2025-08-20,2,8,48.34
2,2025-08-20,2,8,42.38
2,2025-08-20,2,9,66.87
2,2025-08-20,2,9,85.35
2,2025-08-20,2,9,34.42
2,2025-08-20,2,10,69.54
2,2025-08-20,2,10,82.79
2,2025-08-20,2,10,68.39
2,2025-08-20,2,11,79.6
2,2025-08-20,2,11,83.03
2,2025-08-20,2,11,71.4
2,2025-08-20,2,12,78.65
2,2025-08-20,2,12,87.68
2,2025-08-20,2,12,67.23
2,2025-08-20,2,13,86.69
2,2025-08-20,2,13,91.0
2,2025-08-20,2,13,65.26
2,2025-08-20,2,14,86.2
2,2025-08-20,2,14,87.94
2,2025-08-20,2,14,59.43
2,2025-08-20,2,15,85.8
2,2025-08-20,2,15,86.53
2,2025-08-20,2,15,64.82
2,2025-08-20,2,16,87.08
2,2025-08-20,2,16,85.96
2,2025-08-20,2,16,57.49
2,2025-08-20,2,17,90.83
2,2025-08-20,2,17,88.34
2,2025-08-20,2,17,65.24
2,2025-08-20,2,18,93.19
2,2025-08-20,2,18,88.92
2,2025-08-20,2,18,71.19
2,2025-08-20,2,19,96.88
2,2025-08-20,2,19,91.14
2,2025-08-20,2,19,71.24
2,2025-08-20,2,20,94.8
2,2025-08-20,2,20,93.58
2,2025-08-20,2,20,73.24
2,2025-08-20,2,21,96.07
2,2025-08-20,2,21,97.66
2,2025-08-20,2,21,80.85
2,2025-08-20,2,22,96.88
2,2025-08-20,2,22,99.77
2,2025-08-20,2,22,86.05
2,2025-08-20,2,23,96.36
2,2025-08-20,2,23,102.35
2,2025-08-20,2,23,88.1
2,2025-08-21,3,0,94.58
2,2025-08-21,3,0,101.56
2,2025-08-21,3,0,89.46
2,2025-08-21,3,1,92.44
2,2025-08-21,3,1,101.19
2,2025-08-21,3,1,86.9
2,2025-08-21,3,2,91.26
2,2025-08-21,3,2,99.6
2,2025-08-21,3,2,85.95
2,2025-08-21,3,3,92.81
2,2025-08-21,3,3,98.35
2,2025-08-21,3,3,83.22
2,2025-08-21,3,4,94.73
2,2025-08-21,3,4,99.79
2,2025-08-21,3,4,82.7
2,2025-08-21,3,5,94.14
2,2025-08-21,3,5,97.11
2,2025-08-21,3,5,82.73
2,2025-08-21,3,6,88.23
2,2025-08-21,3,6,91.79
2,2025-08-21,3,6,68.6
2,2025-08-21,3,7,64.75
2,2025-08-21,3,7,57.3
2,2025-08-21,3,7,45.97
2,2025-08-21,3,8,74.61
2,2025-08-21,3,8,63.86
2,2025-08-21,3,8,31.34
2,2025-08-21,3,9,62.85
2,2025-08-21,3,9,90.01
2,2025-08-21,3,9,40.79
2,2025-08-21,3,10,67.85
2,2025-08-21,3,10,86.95
2,2025-08-21,3,10,64.36
2,2025-08-21,3,11,72.14
2,2025-08-21,3,11,83.21
2,2025-08-21,3,11,67.3
2,2025-08-21,3,12,72.25
2,2025-08-21,3,12,88.63
2,2025-08-21,3,12,60.09
2,2025-08-21,3,13,84.04
2,2025-08-21,3,13,88.66
2,2025-08-21,3,13,56.04
2,2025-08-21,3,14,86.55
2,2025-08-21,3,14,89.05
2,2025-08-21,3,14,55.58
2,2025-08-21,3,15,86.8
2,2025-08-21,3,15,91.42
2,2025-08-21,3,15,70.69
2,2025-08-21,3,16,88.59
2,2025-08-21,3,16,89.58
2,2025-08-21,3,16,55.71
2,2025-08-21,3,17,88.04
2,2025-08-21,3,17,91.74
2,2025-08-21,3,17,69.53
2,2025-08-21,3,18,94.23
2,2025-08-21,3,18,93.09
2,2025-08-21,3,18,65.64
2,2025-08-21,3,19,94.1
2,2025-08-21,3,19,92.77
2,2025-08-21,3,19,59.34
2,2025-08-21,3,20,92.18
2,2025-08-21,3,20,90.02
2,2025-08-21,3,20,69.89
2,2025-08-21,3,21,95.47
2,2025-08-21,3,21,97.79
2,2025-08-21,3,21,60.23
2,2025-08-21,3,22,96.31
2,2025-08-21,3,22,99.79
2,2025-08-21,3,22,77.66
2,2025-08-21,3,23,96.21
2,2025-08-21,3,23,102.5
2,2025-08-21,3,23,87.61
2,2025-08-22,4,0,95.93
2,2025-08-22,4,0,103.08
2,2025-08-22,4,0,89.05
2,2025-08-22,4,1,93.0
2,2025-08-22,4,1,101.6
2,2025-08-22,4,1,87.44
2,2025-08-22,4,2,92.09
2,2025-08-22,4,2,100.29
2,2025-08-22,4,2,86.02
2,2025-08-22,4,3,94.52
2,2025-08-22,4,3,99.93
2,2025-08-22,4,3,84.77
2,2025-08-22,4,4,93.75
2,2025-08-22,4,4,100.54
2,2025-08-22,4,4,83.35
2,2025-08-22,4,5,93.13
2,2025-08-22,4,5,99.91
2,2025-08-22,4,5,81.96
2,2025-08-22,4,6,91.33
2,2025-08-22,4,6,94.52
2,2025-08-22,4,6,65.69
2,2025-08-22,4,7,70.51
2,2025-08-22,4,7,79.01
2,2025-08-22,4,7,45.97
2,2025-08-22,4,8,68.77
2,2025-08-22,4,8,49.42
2,2025-08-22,4,8,41.67
2,2025-08-22,4,9,70.0
2,2025-08-22,4,9,85.06
2,2025-08-22,4,9,41.11
2,2025-08-22,4,10,69.39
2,2025-08-22,4,10,86.31
2,2025-08-22,4,10,64.11
2,2025-08-22,4,11,70.88
2,2025-08-22,4,11,88.93
2,2025-08-22,4,11,70.88
2,2025-08-22,4,12,79.08
2,2025-08-22,4,12,85.66
2,2025-08-22,4,12,66.47
2,2025-08-22,4,13,72.19
2,2025-08-22,4,13,83.61
2,2025-08-22,4,13,55.05
2,2025-08-22,4,14,73.52
2,2025-08-22,4,14,83.9
2,2025-08-22,4,14,57.87
2,2025-08-22,4,15,68.42
2,2025-08-22,4,15,83.94
2,2025-08-22,4,15,55.88
2,2025-08-22,4,16,76.36
2,2025-08-22,4,16,85.07
2,2025-08-22,4,16,62.26
2,2025-08-22,4,17,82.7
2,2025-08-22,4,17,87.67
2,2025-08-22,4,17,70.43
2,2025-08-22,4,18,85.41
2,2025-08-22,4,18,89.06
2,2025-08-22,4,18,71.69
2,2025-08-22,4,19,90.42
2,2025-08-22,4,19,85.98
2,2025-08-22,4,19,73.67
2,2025-08-22,4,20,86.71
2,2025-08-22,4,20,83.55
2,2025-08-22,4,20,69.47
2,2025-08-22,4,21,94.36
2,2025-08-22,4,21,95.81
2,2025-08-22,4,21,71.29
2,2025-08-22,4,22,95.53
2,2025-08-22,4,22,98.58
2,2025-08-22,4,22,83.38
2,2025-08-22,4,23,96.92
2,2025-08-22,4,23,100.21
2,2025-08-22,4,23,87.15
2,2025-08-23,5,0,96.92
2,2025-08-23,5,0,103.49
2,2025-08-23,5,0,88.42
2,2025-08-23,5,1,94.85
2,2025-08-23,5,1,103.38
2,2025-08-23,5,1,89.59
2,2025-08-23,5,2,95.27
2,2025-08-23,5,2,103.63
2,2025-08-23,5,2,88.36
2,2025-08-23,5,3,95.88
2,2025-08-23,5,3,101.97
2,2025-08-23,5,3,86.04
2,2025-08-23,5,4,96.98
2,2025-08-23,5,4,102.98
2,2025-08-23,5,4,84.54
2,2025-08-23,5,5,96.15
2,2025-08-23,5,5,100.86
2,2025-08-23,5,5,83.36
2,2025-08-23,5,6,96.03
2,2025-08-23,5,6,97.73
2,2025-08-23,5,6,83.21
2,2025-08-23,5,7,88.68
2,2025-08-23,5,7,93.66
2,2025-08-23,5,7,79.06
2,2025-08-23,5,8,73.8
2,2025-08-23,5,8,92.86
2,2025-08-23,5,8,62.2
2,2025-08-23,5,9,74.62
2,2025-08-23,5,9,94.01
2,2025-08-23,5,9,47.84
2,2025-08-23,5,10,74.74
2,2025-08-23,5,10,87.97
2,2025-08-23,5,10,49.21
2,2025-08-23,5,11,69.55
2,2025-08-23,5,11,88.71
2,2025-08-23,5,11,49.56
2,2025-08-23,5,12,80.47
2,2025-08-23,5,12,90.04
2,2025-08-23,5,12,47.96
2,2025-08-23,5,13,89.54
2,2025-08-23,5,13,92.14
2,2025-08-23,5,13,51.18
2,2025-08-23,5,14,79.88
2,2025-08-23,5,14,92.95
2,2025-08-23,5,14,52.71
2,2025-08-23,5,15,90.22
2,2025-08-23,5,15,90.16
2,2025-08-23,5,15,35.99
2,2025-08-23,5,16,77.35
2,2025-08-23,5,16,86.54
2,2025-08-23,5,16,67.44
2,2025-08-23,5,17,92.14
2,2025-08-23,5,17,89.53
2,2025-08-23,5,17,73.14
2,2025-08-23,5,18,94.12
2,2025-08-23,5,18,87.67
2,2025-08-23,5,18,72.99
2,2025-08-23,5,19,92.44
2,2025-08-23,5,19,87.26
2,2025-08-23,5,19,75.28
2,2025-08-23,5,20,95.22
2,2025-08-23,5,20,93.1
2,2025-08-23,5,20,72.12
2,2025-08-23,5,21,95.18
2,2025-08-23,5,21,99.4
2,2025-08-23,5,21,79.93
2,2025-08-23,5,22,98.48
2,2025-08-23,5,22,98.07
2,2025-08-23,5,22,84.18
2,2025-08-23,5,23,99.74
2,2025-08-23,5,23,103.5
2,2025-08-23,5,23,88.4
2,2025-08-24,6,0,100.49
2,2025-08-24,6,0,106.8
2,2025-08-24,6,0,92.99
2,2025-08-24,6,1,100.61
2,2025-08-24,6,1,108.49
2,2025-08-24,6,1,93.24
2,2025-08-24,6,2,99.26
2,2025-08-24,6,2,110.33
2,2025-08-24,6,2,92.33
2,2025-08-24,6,3,99.26
2,2025-08-24,6,3,110.76
2,2025-08-24,6,3,91.24
2,2025-08-24,6,4,99.9
2,2025-08-24,6,4,109.17
2,2025-08-24,6,4,88.31
2,2025-08-24,6,5,100.94
2,2025-08-24,6,5,106.17
2,2025-08-24,6,5,87.82
2,2025-08-24,6,6,100.85
2,2025-08-24,6,6,106.54
2,2025-08-24,6,6,90.17
2,2025-08-24,6,7,100.48
2,2025-08-24,6,7,103.49
2,2025-08-24,6,7,88.91
2,2025-08-24,6,8,98.41
2,2025-08-24,6,8,102.12
2,2025-08-24,6,8,80.01
2,2025-08-24,6,9,94.11
2,2025-08-24,6,9,97.81
2,2025-08-24,6,9,63.65
2,2025-08-24,6,10,92.81
2,2025-08-24,6,10,96.61
2,2025-08-24,6,10,61.67
2,2025-08-24,6,11,92.88
2,2025-08-24,6,11,90.96
2,2025-08-24,6,11,61.09
2,2025-08-24,6,12,94.22
2,2025-08-24,6,12,95.23
2,2025-08-24,6,12,70.17
2,2025-08-24,6,13,93.76
2,2025-08-24,6,13,78.86
2,2025-08-24,6,13,64.47
2,2025-08-24,6,14,89.92
2,2025-08-24,6,14,89.88
2,2025-08-24,6,14,67.5
2,2025-08-24,6,15,85.38
2,2025-08-24,6,15,90.31
2,2025-08-24,6,15,71.67
2,2025-08-24,6,16,89.42
2,2025-08-24,6,16,92.28
2,2025-08-24,6,16,78.17
2,2025-08-24,6,17,94.39
2,2025-08-24,6,17,90.77
2,2025-08-24,6,17,61.9
2,2025-08-24,6,18,92.66
2,2025-08-24,6,18,90.14
2,2025-08-24,6,18,78.77
2,2025-08-24,6,19,91.98
2,2025-08-24,6,19,94.73
2,2025-08-24,6,19,74.06
2,2025-08-24,6,20,83.65
2,2025-08-24,6,20,87.73
2,2025-08-24,6,20,69.39
2,2025-08-24,6,21,94.29
2,2025-08-24,6,21,95.62
2,2025-08-24,6,21,80.92
2,2025-08-24,6,22,98.21
2,2025-08-24,6,22,99.69
2,2025-08-24,6,22,85.66
2,2025-08-24,6,23,106.75
2,2025-08-24,6,23,87.79
2,2025-08-25,0,0,98.06
2,2025-08-25,0,0,106.19
2,2025-08-25,0,0,91.34
2,2025-08-25,0,1,94.7
2,2025-08-25,0,1,104.58
2,2025-08-25,0,1,89.2
2,2025-08-25,0,2,94.62
2,2025-08-25,0,2,104.34
2,2025-08-25,0,2,85.99
2,2025-08-25,0,3,96.57
2,2025-08-25,0,3,102.29
2,2025-08-25,0,3,86.38
2,2025-08-25,0,4,98.42
2,2025-08-25,0,4,103.67
2,2025-08-25,0,4,84.74
2,2025-08-25,0,5,90.72
2,2025-08-25,0,5,91.19
2,2025-08-25,0,5,79.84
2,2025-08-25,0,6,82.91
2,2025-08-25,0,6,66.65
2,2025-08-25,0,6,46.4
2,2025-08-25,0,7,63.72
2,2025-08-25,0,7,77.82
2,2025-08-25,0,7,36.23
2,2025-08-25,0,8,72.58
2,2025-08-25,0,8,82.62
2,2025-08-25,0,8,43.16
2,2025-08-25,0,9,71.96
2,2025-08-25,0,9,88.4
2,2025-08-25,0,9,49.08
2,2025-08-25,0,10,74.38
2,2025-08-25,0,10,86.69
2,2025-08-25,0,10,72.3
2,2025-08-25,0,11,76.97
2,2025-08-25,0,11,84.92
2,2025-08-25,0,11,68.93
2,2025-08-25,0,12,89.46
2,2025-08-25,0,12,86.28
2,2025-08-25,0,12,64.4
2,2025-08-25,0,13,87.54
2,2025-08-25,0,13,87.94
2,2025-08-25,0,13,55.98
2,2025-08-25,0,14,78.45
2,2025-08-25,0,14,87.55
2,2025-08-25,0,14,61.69
2,2025-08-25,0,15,85.56
2,2025-08-25,0,15,88.19
2,2025-08-25,0,15,57.48
2,2025-08-25,0,16,86.48
2,2025-08-25,0,16,87.82
2,2025-08-25,0,16,63.1
2,2025-08-25,0,17,84.21
2,2025-08-25,0,17,90.78
2,2025-08-25,0,17,68.42
2,2025-08-25,0,18,90.27
2,2025-08-25,0,18,91.73
2,2025-08-25,0,18,72.76
2,2025-08-25,0,19,89.17
2,2025-08-25,0,19,89.27
2,2025-08-25,0,19,73.29
2,2025-08-25,0,20,91.72
2,2025-08-25,0,20,90.07
2,2025-08-25,0,20,74.47
2,2025-08-25,0,21,95.36
2,2025-08-25,0,21,98.3
2,2025-08-25,0,21,83.54
2,2025-08-25,0,22,95.75
2,2025-08-25,0,22,100.82
2,2025-08-25,0,22,86.29
2,2025-08-25,0,23,92.38
2,2025-08-25,0,23,88.26
2,2025-08-25,0,23,76.76
2,2025-08-26,1,0,73.66
2,2025-08-26,1,0,86.63
2,2025-08-26,1,0,77.86
2,2025-08-26,1,1,83.58
2,2025-08-26,1,1,91.13
2,2025-08-26,1,1,80.63
2,2025-08-26,1,2,87.12
2,2025-08-26,1,2,94.02
2,2025-08-26,1,2,81.02
2,2025-08-26,1,3,86.32
2,2025-08-26,1,3,88.04
2,2025-08-26,1,3,77.91
2,2025-08-26,1,4,88.52
2,2025-08-26,1,4,89.84
2,2025-08-26,1,4,80.48
2,2025-08-26,1,5,87.12
2,2025-08-26,1,5,84.47
2,2025-08-26,1,5,75.73
2,2025-08-26,1,6,77.37
2,2025-08-26,1,6,83.0
2,2025-08-26,1,6,49.97
2,2025-08-26,1,7,58.1
2,2025-08-26,1,7,58.91
2,2025-08-26,1,7,28.0
2,2025-08-26,1,8,77.94
2,2025-08-26,1,8,20.82
2,2025-08-26,1,9,72.65
2,2025-08-26,1,9,82.86
2,2025-08-26,1,9,25.16
2,2025-08-26,1,10,74.74
2,2025-08-26,1,10,80.17
2,2025-08-26,1,10,52.08
2,2025-08-26,1,11,77.73
2,2025-08-26,1,11,77.69
2,2025-08-26,1,11,73.61
2,2025-08-26,1,12,81.14
2,2025-08-26,1,12,86.24
2,2025-08-26,1,12,75.73
2,2025-08-26,1,13,87.87
2,2025-08-26,1,13,86.82
2,2025-08-26,1,13,70.19
2,2025-08-26,1,14,86.77
2,2025-08-26,1,14,45.33
2,2025-08-26,1,14,57.04
2,2025-08-26,1,15,86.82
2,2025-08-26,1,15,92.37
2,2025-08-26,1,15,61.91
2,2025-08-26,1,16,90.71
2,2025-08-26,1,16,61.44
2,2025-08-26,1,17,90.02
2,2025-08-26,1,17,91.25
2,2025-08-26,1,17,70.78
2,2025-08-26,1,18,94.34
2,2025-08-26,1,18,89.38
2,2025-08-26,1,18,71.32
2,2025-08-26,1,19,93.15
2,2025-08-26,1,19,85.33
2,2025-08-26,1,19,70.88
2,2025-08-26,1,20,92.55
2,2025-08-26,1,20,89.49
2,2025-08-26,1,20,74.37
2,2025-08-26,1,21,94.73
2,2025-08-26,1,21,97.53
2,2025-08-26,1,21,83.68
2,2025-08-26,1,22,94.89
2,2025-08-26,1,22,99.09
2,2025-08-26,1,22,85.55
2,2025-08-26,1,23,95.5
2,2025-08-26,1,23,101.39
2,2025-08-26,1,23,87.93
2,2025-08-27,2,0,94.62
2,2025-08-27,2,0,102.04
2,2025-08-27,2,0,87.95
2,2025-08-27,2,1,91.94
2,2025-08-27,2,1,100.43
2,2025-08-27,2,1,87.24
2,2025-08-27,2,2,92.11
2,2025-08-27,2,2,99.29
2,2025-08-27,2,2,85.03
2,2025-08-27,2,3,92.9
2,2025-08-27,2,3,97.32
2,2025-08-27,2,3,83.91
2,2025-08-27,2,4,92.97
2,2025-08-27,2,4,99.05
2,2025-08-27,2,4,83.15
2,2025-08-27,2,5,92.55
2,2025-08-27,2,5,98.24
2,2025-08-27,2,5,81.85
2,2025-08-27,2,6,88.19
2,2025-08-27,2,6,92.95
2,2025-08-27,2,6,52.59
2,2025-08-27,2,7,72.25
2,2025-08-27,2,7,57.54
2,2025-08-27,2,7,41.29
2,2025-08-27,2,8,72.97
2,2025-08-27,2,8,72.35
2,2025-08-27,2,8,34.84
2,2025-08-27,2,9,69.87
2,2025-08-27,2,9,87.36
2,2025-08-27,2,9,47.37
2,2025-08-27,2,10,77.34
2,2025-08-27,2,10,88.14
2,2025-08-27,2,10,66.9
2,2025-08-27,2,11,45.43
2,2025-08-27,2,11,85.19
2,2025-08-27,2,11,66.33
2,2025-08-27,2,12,44.85
2,2025-08-27,2,12,87.35
2,2025-08-27,2,12,63.33
2,2025-08-27,2,13,71.52
2,2025-08-27,2,13,90.25
2,2025-08-27,2,13,51.68
2,2025-08-27,2,14,87.4
2,2025-08-27,2,14,88.19
2,2025-08-27,2,14,52.08
2,2025-08-27,2,15,85.89
2,2025-08-27,2,15,88.13
2,2025-08-27,2,15,64.34
2,2025-08-27,2,16,88.17
2,2025-08-27,2,16,86.46
2,2025-08-27,2,16,55.87
2,2025-08-27,2,17,88.21
2,2025-08-27,2,17,86.43
2,2025-08-27,2,17,67.48
2,2025-08-27,2,18,94.27
2,2025-08-27,2,18,89.37
2,2025-08-27,2,18,75.94
2,2025-08-27,2,19,94.05
2,2025-08-27,2,19,85.79
2,2025-08-27,2,19,71.59
2,2025-08-27,2,20,93.53
2,2025-08-27,2,20,89.98
2,2025-08-27,2,20,72.26
2,2025-08-27,2,21,96.33
2,2025-08-27,2,21,97.08
2,2025-08-27,2,21,83.04
2,2025-08-27,2,22,97.13
2,2025-08-27,2,22,98.63
2,2025-08-27,2,22,86.31
2,2025-08-27,2,23,96.84
2,2025-08-27,2,23,100.75
2,2025-08-27,2,23,87.53
2,2025-08-28,3,0,96.62
2,2025-08-28,3,0,104.93
2,2025-08-28,3,0,88.82
2,2025-08-28,3,1,93.48
2,2025-08-28,3,1,101.65
2,2025-08-28,3,1,87.11
2,2025-08-28,3,2,92.0
2,2025-08-28,3,2,99.57
2,2025-08-28,3,2,85.35
2,2025-08-28,3,3,91.94
2,2025-08-28,3,3,98.48
2,2025-08-28,3,3,84.4
2,2025-08-28,3,4,94.92
2,2025-08-28,3,4,98.75
2,2025-08-28,3,4,82.55
2,2025-08-28,3,5,93.95
2,2025-08-28,3,5,96.32
2,2025-08-28,3,5,81.75
2,2025-08-28,3,6,88.28
2,2025-08-28,3,6,90.12
2,2025-08-28,3,6,68.26
2,2025-08-28,3,7,71.69
2,2025-08-28,3,7,82.21
2,2025-08-28,3,7,41.12
2,2025-08-28,3,8,76.2
2,2025-08-28,3,8,34.68
2,2025-08-28,3,9,71.04
2,2025-08-28,3,9,88.9
2,2025-08-28,3,9,42.86
2,2025-08-28,3,10,86.25
2,2025-08-28,3,10,90.2
2,2025-08-28,3,10,54.94
2,2025-08-28,3,11,65.82
2,2025-08-28,3,11,82.87
2,2025-08-28,3,11,72.95
2,2025-08-28,3,12,80.53
2,2025-08-28,3,12,86.95
2,2025-08-28,3,12,62.19
2,2025-08-28,3,13,82.37
2,2025-08-28,3,13,89.99
2,2025-08-28,3,13,64.59
2,2025-08-28,3,14,85.47
2,2025-08-28,3,14,88.6
2,2025-08-28,3,14,62.76
2,2025-08-28,3,15,84.77
2,2025-08-28,3,15,85.58
2,2025-08-28,3,15,63.05
2,2025-08-28,3,16,85.57
2,2025-08-28,3,16,78.95
2,2025-08-28,3,16,56.58
2,2025-08-28,3,17,85.96
2,2025-08-28,3,17,89.46
2,2025-08-28,3,17,69.1
2,2025-08-28,3,18,90.83
2,2025-08-28,3,18,89.91
2,2025-08-28,3,18,72.04
2,2025-08-28,3,19,91.58
2,2025-08-28,3,19,85.69
2,2025-08-28,3,19,69.56
2,2025-08-28,3,20,91.34
2,2025-08-28,3,20,87.78
2,2025-08-28,3,20,68.75
2,2025-08-28,3,21,94.56
2,2025-08-28,3,21,95.03
2,2025-08-28,3,21,81.42
2,2025-08-28,3,22,95.97
2,2025-08-28,3,22,99.26
2,2025-08-28,3,22,87.0
2,2025-08-28,3,23,96.5
2,2025-08-28,3,23,99.79
2,2025-08-28,3,23,88.43
2,2025-08-29,4,0,95.53
2,2025-08-29,4,0,103.21
2,2025-08-29,4,0,89.68
2,2025-08-29,4,1,92.67
2,2025-08-29,4,1,100.68
2,2025-08-29,4,1,87.2
2,2025-08-29,4,2,91.61
2,2025-08-29,4,2,100.45
2,2025-08-29,4,2,87.19
2,2025-08-29,4,3,94.69
2,2025-08-29,4,3,98.98
2,2025-08-29,4,3,84.17
2,2025-08-29,4,4,94.88
2,2025-08-29,4,4,97.82
2,2025-08-29,4,4,83.42
2,2025-08-29,4,5,93.95
2,2025-08-29,4,5,97.25
2,2025-08-29,4,5,81.74
2,2025-08-29,4,6,87.85
2,2025-08-29,4,6,91.1
2,2025-08-29,4,6,67.02
2,2025-08-29,4,7,63.38
2,2025-08-29,4,7,60.57
2,2025-08-29,4,7,47.92
2,2025-08-29,4,8,76.38
2,2025-08-29,4,8,78.0
2,2025-08-29,4,8,54.73
2,2025-08-29,4,9,69.64
2,2025-08-29,4,9,87.08
2,2025-08-29,4,9,44.07
2,2025-08-29,4,10,65.07
2,2025-08-29,4,10,84.46
2,2025-08-29,4,10,63.33
2,2025-08-29,4,11,67.15
2,2025-08-29,4,11,82.55
2,2025-08-29,4,11,68.05
2,2025-08-29,4,12,64.3
2,2025-08-29,4,12,84.64
2,2025-08-29,4,12,64.09
2,2025-08-29,4,13,61.87
2,2025-08-29,4,13,89.51
2,2025-08-29,4,13,55.55
2,2025-08-29,4,14,72.31
2,2025-08-29,4,14,84.75
2,2025-08-29,4,14,66.11
2,2025-08-29,4,15,68.78
2,2025-08-29,4,15,79.86
2,2025-08-29,4,15,52.45
2,2025-08-29,4,16,69.71
2,2025-08-29,4,16,86.2
2,2025-08-29,4,16,46.24
2,2025-08-29,4,17,74.94
2,2025-08-29,4,17,88.3
2,2025-08-29,4,17,70.16
2,2025-08-29,4,18,78.81
2,2025-08-29,4,18,86.57
2,2025-08-29,4,18,76.0
2,2025-08-29,4,19,88.28
2,2025-08-29,4,19,83.7
2,2025-08-29,4,19,69.09
2,2025-08-29,4,20,86.17
2,2025-08-29,4,20,81.55
2,2025-08-29,4,20,62.45
2,2025-08-29,4,21,93.62
2,2025-08-29,4,21,93.46
2,2025-08-29,4,21,73.76
2,2025-08-29,4,22,95.54
2,2025-08-29,4,22,96.53
2,2025-08-29,4,22,81.73
2,2025-08-29,4,23,96.97
2,2025-08-29,4,23,98.11
2,2025-08-29,4,23,86.1
2,2025-08-30,5,0,96.2
2,2025-08-30,5,0,97.46
2,2025-08-30,5,0,85.53
2,2025-08-30,5,1,95.11
2,2025-08-30,5,1,98.58
2,2025-08-30,5,1,88.63
2,2025-08-30,5,2,93.4
2,2025-08-30,5,2,99.64
2,2025-08-30,5,2,87.59
2,2025-08-30,5,3,94.69
2,2025-08-30,5,3,96.64
2,2025-08-30,5,3,85.04
2,2025-08-30,5,4,96.86
2,2025-08-30,5,4,98.71
2,2025-08-30,5,4,83.19
